intensity	day_of_week	month	day	hour	minute
0.6520754716981132	5	05	05	11	35
0.6633076829119335	5	05	05	11	40
0.6609773057715406	5	05	05	11	45
0.6490012484394507	5	05	05	11	52
0.6544302208835341	5	05	05	11	56
0.6352095059412133	5	05	05	12	00
0.6402212427620776	5	05	05	12	05
0.6414789999379614	5	05	05	12	10
0.6412275767235452	5	05	05	12	20
0.637551325121314	5	05	05	12	25
0.656089074460682	5	05	05	12	30
0.633237086942573	5	05	05	12	40
0.6371180686533383	5	05	05	12	45
0.6390033352952718	5	05	05	12	55
0.6374192747143567	5	05	05	13	00
0.6560509554140127	5	05	05	13	05
0.6562343828085957	5	05	05	13	15
0.6292701138697032	5	05	05	16	40
0.6422143610749085	5	05	05	16	55
0.6199888122319597	5	05	05	17	00
0.6291950542518294	5	05	05	17	05
0.6540647393130714	5	05	05	17	15
0.6430167597765363	5	05	05	17	20
0.6422114908370481	5	05	05	17	25
0.6441961287171033	5	05	05	17	30
0.6263450834879406	5	05	05	17	35
0.6602564102564102	5	05	05	17	45
0.6267071320182094	5	05	05	17	55
0.6353781719635379	5	05	05	18	00
0.6236077406508618	5	05	05	18	05
0.6287794643959027	5	05	05	18	15
0.6470624728581178	5	05	05	18	20
0.6130034887408817	5	05	05	20	30
0.6098970108013062	5	05	05	20	35
0.6020221169036335	5	05	05	20	40
0.6197218082463984	5	05	05	20	45
0.6368196639077001	5	05	05	20	55
0.626781158608674	5	05	05	21	00
0.6639175257731958	6	05	06	08	05
0.6549633897491297	6	05	06	08	10
0.6521223470661673	6	05	06	08	15
0.6700312850481082	6	05	06	08	20
0.6494157949470851	6	05	06	08	25
0.651501364877161	6	05	06	08	30
0.6565180620997946	6	05	06	08	35
0.6495410583379535	6	05	06	08	40
0.6532647940762499	6	05	06	08	45
0.6511983370017119	6	05	06	08	50
0.6664859981933152	6	05	06	08	55
0.6559747281453132	6	05	06	09	00
0.6426180736333209	6	05	06	09	10
0.6550788954635108	6	05	06	09	15
0.6418189493999156	6	05	06	09	20
0.6454348498916744	6	05	06	09	25
0.6570242890272183	6	05	06	09	30
0.6440677966101694	6	05	06	09	35
0.6462759462759463	6	05	06	09	40
0.664778955060285	6	05	06	09	45
0.6494525547445256	6	05	06	09	50
0.6500601684717208	6	05	06	10	00
0.6423849243126352	6	05	06	10	05
0.6393503137689184	6	05	06	10	10
0.6802207028907281	6	05	06	14	45
0.6721981721981722	6	05	06	14	50
0.6640458340952032	6	05	06	14	55
0.6631838107247944	6	05	06	15	01
0.6579694389080147	6	05	06	15	05
0.6656934306569343	6	05	06	15	10
0.6564483947034283	6	05	06	15	15
0.6716976501625866	6	05	06	15	20
0.6354973564490348	6	05	06	15	25
0.6400539612460142	6	05	06	15	30
0.6454687989965506	6	05	06	15	50
0.660637884091793	2	03	14	09	10
0.6558187303421272	2	03	14	09	15
0.6417451470305593	2	03	14	09	20
0.6807232764679573	2	03	14	09	25
0.6710409534677317	2	03	14	09	30
0.6658445582748371	2	03	14	09	35
0.66199167467179	2	03	14	09	40
0.677767205835712	2	03	14	09	55
0.6082389937106918	6	05	06	19	58
0.6363349728843486	6	05	06	20	00
0.6404999384312277	6	05	06	20	05
0.6354010025062656	6	05	06	20	10
0.626333396452692	6	05	06	20	15
0.6276293348493462	6	05	06	20	20
0.6368659588998572	6	05	06	20	25
0.6353404614518852	6	05	06	20	30
0.6379077753249939	6	05	06	20	35
0.648339684267828	6	05	06	20	40
0.6389604021086184	6	05	06	20	45
0.6377773680004918	6	05	06	20	53
0.6312187904568153	6	05	06	20	55
0.6352375670179331	6	05	06	21	00
0.650260029717682	0	05	07	14	55
0.6462672025331871	0	05	07	15	00
0.65661154521776	0	05	07	15	05
0.6529272296188218	0	05	07	15	10
0.632387923147301	0	05	07	15	20
0.6458637469586375	0	05	07	15	25
0.6364632809645597	0	05	07	15	30
0.6445665445665446	0	05	07	15	45
0.6552457323370391	0	05	07	15	50
0.6173491853808895	0	05	07	16	00
0.6087645865043125	0	05	07	18	40
0.6496899079120466	0	05	07	18	45
0.6512754476330636	1	05	08	10	00
0.6503321752910343	1	05	08	10	05
