intensity	day_of_week	month	day	hour	minute
0.8383975812547241	2	04	11	19	33
0.768501714055253	2	04	11	19	38
0.8072457686389705	2	04	11	19	43
0.9045521292217328	2	04	11	19	48
0.7848862172606269	2	04	11	19	53
0.8046455191540995	2	04	11	19	58
0.7888257575757576	2	04	11	20	03
0.8725109904318593	2	04	11	20	08
0.7770661787130223	2	04	11	20	13
0.821153065367438	2	04	11	20	18
0.712057532455403	2	04	11	20	24
0.9819059107358263	2	04	11	20	28
0.794750430292599	2	04	11	20	33
0.7962085308056872	2	04	11	20	38
0.7826393789696542	2	04	11	20	43
0.8203987477343879	2	04	11	20	48
0.7875342177300484	2	04	11	20	53
0.7509090909090909	2	04	11	20	58
0.7397307559544356	2	04	11	21	03
0.7421304103428893	2	04	11	21	13
0.7911628601283773	2	04	11	21	23
0.7432592592592593	2	04	11	21	28
0.7214689265536723	2	04	11	21	33
0.7041904761904761	2	04	11	21	38
0.6732729331823329	2	04	11	21	43
0.7226107226107226	2	04	11	21	48
0.6954378725355341	2	04	11	21	53
1.0	2	04	11	21	58
0.7462887989203779	2	04	11	22	03
0.7124326970141948	2	04	11	22	08
0.661037394451146	2	04	11	22	13
0.6832521456738576	2	04	11	22	18
0.6800151472119663	2	04	11	22	23
0.6746518105849583	2	04	11	22	28
0.6625235404896422	2	04	11	22	33
0.6589772095608671	2	04	11	22	38
0.6465863453815262	2	04	11	22	43
0.6487274358111896	2	04	11	22	48
0.7024627720504009	2	04	11	22	53
0.6965	2	04	11	22	58
0.6536300292200494	2	04	11	23	03
0.8165057067603161	4	04	13	11	18
0.680547112462006	4	04	13	11	25
0.6971709006928406	4	04	13	11	36
0.6863636363636364	4	04	13	11	45
0.6940088459991958	4	04	13	11	50
0.6462123548155001	4	04	13	12	10
0.6714474621096531	4	04	13	12	15
0.732751784298176	4	04	13	12	20
0.6593117940635671	4	04	13	12	30
0.6875305026842362	4	04	13	12	35
0.7745404092958723	4	04	13	12	40
0.6916471506635441	4	04	13	12	45
0.6460442444694413	4	04	13	12	50
0.6936763129689175	4	04	13	12	55
0.6470588235294118	4	04	13	13	00
0.6347574686797302	4	04	13	13	05
0.7242206235011991	4	04	13	13	10
0.6716839134524929	4	04	13	13	20
0.6556571316229234	4	04	13	13	25
0.6335120111177288	4	04	13	13	30
0.6640862593309372	4	04	13	13	35
0.6392399138818684	4	04	13	13	55
0.6518901613101835	4	04	13	14	00
0.6745484400656815	4	04	13	14	05
0.6947300771208226	4	04	13	14	10
0.6480455524776855	4	04	13	14	15
0.6773481945895738	4	04	13	14	20
0.6664292497625831	4	04	13	14	25
0.6773468240584598	4	04	13	14	30
0.6779041429731926	4	04	13	14	35
0.6483412322274882	4	04	13	14	40
0.6656206415620641	4	04	13	14	45
0.6510149876683741	4	04	13	14	50
0.6560194265433829	4	04	13	14	55
0.6760653636654919	4	04	13	15	00
0.7106186518928901	4	04	13	15	05
0.652428810720268	4	04	13	15	10
0.6687988628287136	5	04	14	11	51
1.0	2	03	14	10	06
0.8681775259678942	2	03	14	10	11
0.7944532908704883	2	03	14	10	16
0.7903190319031903	2	03	14	10	21
0.8264499121265377	2	03	14	10	26
1.0	2	03	14	10	31
0.7896463725847612	2	03	14	10	41
0.7567049808429118	2	03	14	10	46
0.8490684202285893	2	03	14	10	51
0.999630450849963	2	03	14	10	56
0.8272986614000439	2	03	14	11	01
0.7903544804503271	2	03	14	11	11
0.7418940984371355	2	03	14	11	16
0.7287671232876712	2	03	14	11	21
0.7102313041010359	2	03	14	11	31
0.8185740236148955	2	03	14	11	36
0.6817492190986167	2	03	14	11	41
0.7521895929933025	2	03	14	11	51
0.8061088977423638	2	03	14	11	56
0.667728237791932	6	04	15	11	53
0.6571125265392781	6	04	15	11	58
0.6681860682561945	6	04	15	12	03
0.6644265232974911	6	04	15	12	08
0.6816006959547629	6	04	15	12	13
0.6799764428739694	6	04	15	12	18
0.6808169219547775	6	04	15	12	23
0.6742712294043093	6	04	15	12	49
0.6724137931034483	6	04	15	12	54
0.646505376344086	6	04	15	12	59
0.6928971411730033	6	04	15	13	04
0.6680825958702065	6	04	15	13	09
0.6564774381368268	6	04	15	13	14
0.6694101508916324	6	04	15	13	19
0.6538737446197992	6	04	15	13	24
0.6548266280053159	6	04	15	13	29
0.6652346331791144	6	04	15	13	34
0.6806148590947908	6	04	15	13	39
0.6672824302134647	6	04	15	13	44
0.6902020977232028	6	04	15	13	49
0.6915343915343916	6	04	15	13	54
0.7105514214844495	1	04	17	11	09
0.8822418136020151	1	04	17	11	14
0.7107990638582414	1	04	17	11	19
0.7313270090502672	1	04	17	11	24
0.689145793192036	1	04	17	11	29
0.6882852292020374	1	04	17	11	34
0.6806140597210522	1	04	17	11	44
0.7006230529595016	1	04	17	11	49
0.6597666159309995	1	04	17	11	54
0.7019489247311828	1	04	17	11	59
0.6784255107125062	1	04	17	12	04
0.7008520037866834	1	04	17	12	09
0.6545748833666571	1	04	17	12	19
0.6964695093993581	1	04	17	12	24
0.6822082379862701	1	04	17	12	29
0.6841133004926109	1	04	17	12	39
0.7195731153496822	1	04	17	12	44
0.7679231337767923	1	04	17	12	49
0.7208115509086382	1	04	17	12	54
0.7141590678824722	1	04	17	12	59
0.6680985987521735	1	04	17	13	04
0.6734082397003746	1	04	17	13	09
0.6632669580702606	1	04	17	13	14
0.6531173294059892	1	04	17	13	19
0.6759420289855073	1	04	17	13	24
0.7394744278044645	1	04	17	17	30
0.7276936026936027	1	04	17	17	35
0.7487668255162612	2	04	18	11	15
0.7419191919191919	2	04	18	11	20
0.7191256830601093	2	04	18	11	43
0.7818002709025982	2	04	18	11	48
0.7780763632292017	2	04	18	11	53
1.0	2	04	18	11	58
0.687580533254039	2	04	18	12	04
0.7597049689440993	2	04	18	12	13
